"saying, “I am the Alpha and the Omega, the First and the Last,” and “What you see, write in a book, and send it to the seven churches which are in Asia: to Ephesus, Smyrna, Pergamum, Thyatira, Sardis, Philadelphia, and Laodicea.”|Di vais se tu mi se, “Rait dong dem sitn ya we yu si iina wan buk an sen it go a di sevn choch dem: sen it go a Efisos, Simorna, Porgamom, Taiyataira, Saadis, Filidelfiya an Leyodiisiya.”"
"I turned to see the voice that spoke with me. And when I turned, I saw seven golden candlesticks|So mi ton roun fi si uu a taak tu mi. Wen mi ton roun mi si sevn a di sitn dem we wi yuuz fi uol kyanggl, an di uol a dem mek outa guol. "
"and in the midst of the seven candlesticks was one like a Son of Man, clothed with a garment down to the feet and with a golden sash wrapped around the chest. |An tan op iina di migl a dem, mi si sopm we luk laik wan man. Im did av aan wan lang lang jakit we kech im klier dong a im fut, an wan guol chrap kraas im ches. "
"The hair on His head was white like wool, as white as snow. His eyes were like a flame of fire.|Im ed an im ier did wait laik katn ar sunuo, an im yai dem shain brait laik wan faiya we a bliez. "
"His feet were like fine brass, as if refined in a furnace, and His voice as the sound of many waters. |Im fut dem shain brait laik branz aiyan we dem rob til it shain, an we dem did bon iina faiya fi get out aal wa no fi iina it. An wen im taak, im vais soun loud laik di naiz fram wan big big waatafaal. "
"He had in His right hand seven stars, and out of His mouth went a sharp two-edged sword. His appearance was like the sun shining brightly.|Im did av sevn staar iina im rait an, an wan suod wid di tuu said dem wel shaap kom outa im mout. An im fies shain brait laik di son a migl die."
"When I saw Him, I fell at His feet as though I were dead. Then He laid His right hand on me, saying to me, “Do not be afraid. I am the First and the Last. |Wen mi si di man, mi fling dong miself a im fut an no muuv — laik se mi ded. Den im chrech out im rait an, an toch mi an se tu mi se, “No bada fried. Mi a di fos an mi a di laas — evriting staat wid mi, an evriting don wid mi. "
"I am He who lives, though I was dead. Look! I am alive forevermore. Amen. And I have the keys of Hades and of Death.|Mi alaiv! Mi did ded wan taim, bot luk, nou mi a liv fi eva! Mi av di kii an di powa fi uopm ar lak op di plies we di ded piipl dem de, an mi kyan mek dem kom bak alaiv."
"“Write the things which you have seen, and the things which are, and the things which will take place after this.|So rait evriting iina di buk, dat a di sitn dem we yu si we a apm nou an we go apm lieta. "
"The mystery of the seven stars which you saw in My right hand, and the seven golden candlesticks: The seven stars are the angels of the seven churches, and the seven candlesticks which you saw are the seven churches.|Di sevn staar dem we yu si iina mi rait an, an di sevn guol sitn dem fi uol kyanggl, dis a wa dem miin: di sevn staar dem a di liida dem fi di sevn choch dem, an di sevn sitn fi uol kyanggl a di sevn choch dem.”"
"To the angel of the church of Ephesus write:“He who holds the seven stars in His right hand, who walks in the midst of the seven golden candlesticks, says these things: |An den di man we mi did si se tu mi se, “Rait dong da mesij ya sen go gi di liida fi di choch we iina Efisos. Tel im se:Dis a wa di wan we uol di sevn staar dem iina im rait an, an we waak mongks di guol sitn fi uol kyanggl av fi se:"
"I know your works, your labor and your patience, and that you cannot bear those who are evil. And you have tested those who say they are apostles, but are not, and have found them to be liars.|Mi nuo evriting bout unu. Mi nuo aal wa unu go chuu kaaz unu biliiv iina mi, an ou unu tan op chrang an no gi op wen chobl tek unu. Mi nuo se unu kyaahn tek di wikid piipl dem. Unu tes di wan dem we taak bout se dem a apasl wen dem a no no apasl, an fain out se dem a uol laiyad. "
"You have endured, and have been patient, and for My name’s sake have labored and have not grown weary.|Unu tan op chrang an no gi op wen chobl tek unu, an unu go chuu nof sofarieshan siek-a ou unu biliiv iina mi. An unu aalwiez fala mi, unu neva get taiyad an gi op."
"But I have something against you, that you have abandoned the love you had at first.|Bot mi stil av sitn gens unu: unu no lov unu wan aneda di wie unu yuus tu wen unu did fos biliiv iina mi"
"Remember therefore from where you have fallen. Repent, and do the works you did at first, or else I will come to you quickly and remove your candlestick from its place, unless you repent.|So memba ou faar unu jrap bak fram di lov unu yuuz tu av fi wan aneda. Ton we fram unu sin an staat du di rait sitn dem we unu yuus tu du wen unu did jos get siev. Ef unu no du dat, mi a-go kom tek we unu guol sitn we unu yuuz fi uol kyanggl fram we it de. "
"But this you have: You hate the works of the Nicolaitans, which I also hate.|Bot unu av wan gud sitn bout unu: siem laik ou mi iet di sitn dem we di Nikolieshan piipl dem a du, a siem wie unu iet dem tu."
"“He who has an ear, let him hear what the Spirit says to the churches. To him who overcomes I will give permission to eat of the tree of life, which is in the midst of the Paradise of God.|Aal uu kyan ier beta lisn we di Uoli Spirit a se tu di choch dem. Enibadi we biit di devl an no gi iin tu di sitn dem we im waahn dem fi du, mi a-go gi dem di rait fi iit fram di chrii we gi laif, we iina Gad gyaadn we de a evn."
"“To the angel of the church in Smyrna write:“The First and the Last, who was dead and came to life, says these things: |“Rait da leta ya go gi di liida fi di choch we iina Simorna an tel im se:Di Laad Gad se: Mi a di fos an mi a di laas — evriting staat wid mi, an evriting don wid mi. Mi a di wan we alaiv, di wan we de bout fram wie bak wen, an di wan we a-go kom baka ort.”"
"I know your works and tribulation and poverty (but you are rich). And I know the blasphemy of those who say they are Jews and are not, but are a synagogue of Satan. |Mi nuo bout aal a unu sofarieshan an ou unu puor — bot unu riili rich. An di piipl dem we se dem a Juu bot dem a no Juu, mi nuo ou dem a tel aal saat a lai an a chat bad bout unu. Dem a wan gruup a piipl we bilang tu Sietan."
"Do not fear any of those things which you are about to suffer. Look, the devil is about to throw some of you into prison, that you may be tried, and you will have tribulation for ten days. Be faithful unto death, and I will give you the crown of life.|No fried a di sitn dem wa unu bout fi sofa. Mi a tel unu, di devl a-go fling som a unu iina prizn fi tes unu. An unu a-go sofa fi ten die. Bot unu fi tan op chrang an chos mi siem wie, iivn ef dem mek op dem main fi kil unu. Kaaz siem laik ou wan rona get wan medal wen im win wan ries, mi wi gu'unu laif fi fu'unu praiz."
"“He who has an ear, let him hear what the Spirit says to the churches. He who overcomes shall not be hurt by the second death.|Aal uu kyan ier beta lisn we di Uoli Spirit a se tu di choch dem. Enibadi we biit di devl an no gi iin tu di sitn dem wa im waahn dem fi du, wen Gad kom bak fi joj di worl im naa go sen dem fi ded."
“To the angel of the church in Pergamum write:“He who has the sharp two-edged sword says these things:|“Rait da leta ya sen go gi di liida fi di choch we iina Porgamom an tel im se:Di wan we av di suod we di tuu said dem wel shaap se fi tel im se
"I know your works and where you live, where Satan’s throne is. Yet you hold firmly to My name, and did not deny My faith even in the days of Antipas, My faithful martyr, who was killed among you, where Satan dwells.|‘Mi nuo we unu liv. Unu liv we Sietan av im chuon bot unu stil biliiv iina mi. Unu neva ton we fram di chuut, iivn iina di taim wen dem kil mi sorvant, Antipas, iina di toun we Sietan ruul."
"“But I have a few things against you: You have there those who hold the teaching of Balaam, who taught Balak to cast a stumbling block before the children of Israel, to eat things sacrificed to idols and to commit sexual immorality.|Bot mi stil av sopm gens unu. Unu av som piipl iina unu choch we a fala wa Bielam tiich. Bielam did tiich Bielak ou fi chrik di Izrelait dem fi mek dem sin. Im chrik dem mek dem nyam fuud we did bon pan alta gi faalz gad, an mek dem sliip wid ada piipl ozban an waif. "
So you also have those who hold the teaching of the Nicolaitans. |An unu av som piipl mongks unu we a fala wa di Nikolieshan dem tiich. 
"Repent, or else I will come to you quickly and will war against them with the sword of My mouth.|Dem fi ton we fram dem sin, shuo se dem sari fi di rang we dem du an beg Gad paadn! Ef unu no du dat, mi a-go kom tu unu suun an waar gens dem wid di suod we kom outa mi mout."
"“He who has an ear, let him hear what the Spirit says to the churches. To him who overcomes I will give the hidden manna to eat. And I will give him a white stone, and on the stone a new name written, which no one knows except he who receives it.|Aal uu av iez fi ier beta lisn gud we di Uoli Spirit a se tu di choch dem. Enibadi we biit di devl an no gi'iin tu di sitn dem we im waahn dem fi du, mi a-go gi dem som a di fuud we niem mana we sumadi did aid. An mi a-go gi dem wan wait stuon tu wid wan nyuu niem rait pan it. Onggl di sumadi we get da stuon de a-go andastan wa rait pan it.’"
"“To the angel of the church in Thyatira write: “The Son of God, who has eyes like a flame of fire, and whose feet are like fine brass, says these things:|“Rait da leta ya sen go gi di liida fi di choch we iina Taiyataira. Tel im se: Faada Gad Bwai Pikni, di wan uufa yai dem shain brait laik wan faiya we a bliez, uufa fut dem shain brait laik branz we dem bon iina faiya fi get out aal wa no fi iina it an we dem rob til it shain shain, im se"
"I know your works, love, service, faith, and your patience, and that your last works are more than the first.|“Mi nuo ou unu liv: unu lov wan aneda, tan op chrang fi wa unu biliiv, sorv wan aneda, an tan op chrang an no gi op wen unu did a go chuu nof chobl an kraasiz. Matarafak, unu a du nof muo nou dan wa unu yuus tu du wen unu did jos get siev."
"“But I have a few things against you: You permit that woman Jezebel, who calls herself a prophetess, to teach and seduce My servants to commit sexual immorality and eat food sacrificed to idols. |Bot mi stil av sitn gens unu. Unu put op wid da uman de, Jezibel, we kaal arself wan prafit. Shi yuuz di sitn dem we shi a tiich fi chrik mi sorvant dem fi tek paat iina seks sin an fi nyam fuud we dem tek bon sakrifais gi faalz gad."
"I gave her time to repent of her sexual immorality, but she did not repent. |Mi gi ar taim fi chienj ar wiez an fi shuo se shi sari fi di rang we shi a du, bot shi aad-iez an no waahn gi op ar seks sin dem."
"Look! I will throw her onto a sickbed, and those who commit adultery with her into great tribulation, unless they repent of their deeds. |So mi a-go lik ar wid torbl siknis an mek ar sofa. An aal uu sliip wid ar we a no ar ozban, ef dem no ton we fram ar wikidnis an shuo se dem sari fi wa dem du, mi a-go lik dem wid torbl sofarieshan tu. "
"I will put her children to death, and all the churches shall know that I am He who searches the hearts and minds. I will give to each one of you according to your deeds.|Mi a-go kil aaf ar falara dem. Den aal a di choch dem wi fain out se a mi a di wan we sorch out evribadi main an aat. An fi aal we unu a du, mi a-go pie unu bak wa unu fi get. "
"“Now to you I say, and to the rest in Thyatira, as many as do not have this teaching, who have not known what some call the ‘depths of Satan,’ I will put on you no other burden. |Nou dis a wa mi a tel di res a unu we de a Taiyataira, unu we naa fala di laiyad sitn dem we Jezibel a tiich an we no nuo notn bout wa dem kaal di siikrit sitn dem we Sietan shuo dem — mi naa put no muo presha pan unu. "
But hold firmly what you have until I come.|Mi onggl waahn unu fi eng aan pan wa unu av til mi kom.
"“To him who overcomes and keeps My works to the end, I will give authority over the nations—|Enibadi we biit di devl an no gi iin tu di sitn dem we im waahn dem fi du, an gwaan du we mi waahn dem fi du til di en a di worl, mi a-go gi dem powa fi ruul uova di piipl dem we liv iina di ada konchri dem."
"He ‘shall rule them with a rod of iron;like the vessels of a potter they shall be broken in pieces’—even as I myself have received authority from My Father. |‘Di wie ou im a-go ruul dem aad, im naa go tek no piti pan dem.Im a-go brok op aal uu go gens im iina piis piis siem laik ou sumadi tek piis a aiyan paip an brok op wan klie pat.’"
"And I will give him the morning star.|An siem laik ou mi get di rait fi ruul fram mi Faada, mi a-go gi dem powa fi ruul. Mi a-go gi dem di staar we shain brait wen die a lait fi shuo se dem a wina. "
"He who has an ear, let him hear what the Spirit says to the churches.|Aal uu kyan ier beta lisn gud we di Uoli Spirit a se tu di choch dem.”"
"“To the angel of the church in Sardis write:“He who has the seven Spirits of God and the seven stars says these things: I know your works, that you have a reputation of being alive, but you are dead.|An im se tu mi agen se, “Rait da leta ya go gi di liida fi di choch we iina Saadis an tel im se:Di wan we av Gad Uoli Spirit an we uol di sevn staar dem se, mi nuo evriting bout unu. Piipl tingk se unu a fala mi, bot unu riili naa fala mi at aal. "
"Be watchful, and strengthen the things which remain but are ready to die, for I have not found your works perfected before God.|So wiek op, an staat liv agen laik ou unu nuo Gad piipl fi liv, bifuo evriting mash op, kaaz mi fain se di wie unu a liv no mach op wid di wie fi mi Gad waahn unu fi liv. "
"Remember therefore how you have received and heard; hold fast and repent. Therefore if you will not watch, I will come upon you as a thief, and you will not know what hour I will come upon you.|So memba di mesij we unu did ier an biliiv; du we it se, ton we fram unu sin. Ef unu no wiek op, mi a-go kom tu unu laik wan tiif, an unu naa go nuo di taim wen mi a-go kom gens unu."
"“You have a few names even in Sardis who have not soiled their garments. They shall walk with Me in white, for they are worthy. |Bot unu av som piipl mongks unu iina Saadis we kip dem kluoz kliin — dem naa liv iina sin. An dem piipl de a-go jres op iina wait kluoz an waak wid mi kaaz dem liv ou Gad waahn dem fi liv."
"He who overcomes shall be clothed in white garments. I will not blot his name out of the Book of Life, but I will confess his name before My Father and before His angels. |Enibadi we no gi iin tu di sitn dem we di devl waahn dem fi du, dem a-go get jres op iina wait kluoz tu. Mi naa go kraas out dem niem outa di buk we Gad rait dong di niem a di piipl dem we a-go get fi liv fi eva, bot wen mi tan op infronta mi Faada an im ienjel dem, mi wi se dat dem a fi mi falara."
"He who has an ear, let him hear what the Spirit says to the churches.|Aal a uu kyan ier beta lisn gud we di Uoli Spirit a se tu di choch dem.”"
"“To the angel of the church in Philadelphia write:“He who is holy, He who is true, He who has the key of David, He who opens and no one shuts, and shuts and no one opens, says these things:|Im se tu mi agen se, “Rait da leta ya go gi di liida fi di choch we iina Filidelfiya an tel im se:Da mesij ya a kom fram di wan we uoli an we aalwiez du we Gad waahn im fi du. A im av King Dievid kii we shuo se im av di powa fi ruul. Wa im uopm nobadi kyaahn shot, an wa im shot nobadi kyaahn uopm."
"I know your works. Look! I have set before you an open door, and no one can shut it. For you have a little strength, and have kept My word, and have not denied My name. |Mi nuo evriting bout unu. (Luk ya, mi uopm wan duor infronta unu we nobadi kyaahn shot). Mi nuo se unu no chrang, bot unu stil eng aan pan mi wod an unu neva ton unu bak pan mi an se unu no biliiv mi."
"Listen! I will make them of the synagogue of Satan, who say they are Jews and are not, but lie. Listen! I will make them come and worship before your feet and to know that I have loved you.|Lisn! A gweehn mek di laiyad piipl dem we bilang tu Sietan choch, we se dem a Juu wen dem a no no Juu — a gweehn mek dem kom lidong a unu fut wid dem fies a grong an mek dem andastan se mi lov unu."
"Because you have kept My word of patience, I also will keep you from the hour of temptation which shall come upon the entire world, to test those who dwell on the earth.|Kaaz mi tel unu fi tan op chrang an no gi op wen chobl tek unu, an unu dwi'it, mi a-go kip unu sief iina da taim de wen torbl kraasiz an sofarieshan a-go kom pan di uol worl fi tes aal uu liv pan di ort."
"“Look, I am coming quickly. Hold firmly what you have, so that no one may take your crown. |Mi suun kom so eng aan pan we unu av so dat nobadi kyaahn tek we unu kroun. "
"He who overcomes will I make a pillar in the temple of My God, and he shall go out no more. I will write on him the name of My God and the name of the city of My God, the New Jerusalem, which comes down out of heaven from My God, and My own new name. |Evri wan a unu we biit di devl an no gi iin tu di sitn dem we im waahn unu fi du, mi a-go mek unu komiin laka wan impuotant kalom iina fi mi Gad ous, an unu naa go lef, unu a-go tan de fi eva an eva. An mi a-go rait fi mi Gad niem pan im, an mi a-go rait pan im Nyuu Jeruusilem, we a fi mi Gad siti niem. Da siti de kom fram Gad an a-go kom dong fram evn. An mi a-go rait dong fi mi nyuu niem pan im tu. "
"He who has an ear, let him hear what the Spirit says to the churches.|Aal uu av iez beta lisn we di Uoli Spirit a se tu di choch dem."
"“To the angel of the church of the Laodiceans write:“The Amen, the Faithful and True Witness, the Beginning of the creation of God, says these things: |An den im se, “Rait da leta ya go gi di liida fi di choch we iina Leyodiisiya an tel im se:Da mesij ya a kom fram di wan we niem di Iemen, di wan we aalwiez shuo wi di chuut bout Gad, an a im Gad yuuz fi mek evriting. "
"I know your works, that you are neither cold nor hot. I wish you were cold or hot. |Mi nuo evriting bout unu. Mi nuo se unu no kuol an unu no at. Mi wish unu did koul ar at."
"So then, because you are lukewarm, and neither cold nor hot, I will spit you out of My mouth. |Bot unu si laik ou unu jos waam — an unu no kuol an unu no at — mi out fi pit unu outa mi mout rait ya nou. "
"For you say, ‘I am rich, and have stored up goods, and have need of nothing,’ yet do not realize that you are wretched, miserable, poor, blind, and naked.|Unu se, ‘Mi rich; mi av uol iip a moni an evriting mi waahn.’ Bot yu no si ou yu mash op an tan bad, an pap dong laik oul shuuz bak, an puor, an blain an na'av aan no kluoz? "
"I counsel you to buy from Me gold refined by fire, that you may be rich, and white garments, that you may be dressed, that the shame of your nakedness may not appear, and anoint your eyes with eye salve, that you may see.|Dis a wa mi tingk unu shuda du, bai guol fram mi, guol we bon iina faiya fi get out aal wa no fi iina it. Ef unu bai da guol de, unu wuda riili get rich. Bai wait kluoz fram mi so unu kyan kova op unuself. Da wie de unu na'afi shiem kaaz unu na'av aan no kluoz. An bai yai jrap fram mi tu fi jrap iina unu yai dem so unu kyan si."
"“Those whom I love, I rebuke and discipline. Therefore be zealous and repent.|Di piipl we mi lov, mi taak tu dem aad an chrietn dem out an mek dem nuo se we dem a du rang. So get siiros an ton we fram unu sin dem an shuo se unu sari. "
"Listen! I stand at the door and knock. If anyone hears My voice and opens the door, I will come in and dine with him, and he with Me.|Lisn mi! Mi tan op rait a di duor an a nak. Ef enibadi ier mi a kaal an uopm di duor, mi wi kom iina im ous an mi an im wi nyam an jringk tugeda."
"“To him who overcomes will I grant to sit with Me on My throne, as I also overcame and sat down with My Father on His throne.|Enibadi we biit di devl an no gi iin tu di sitn dem we im waahn dem fi du, mi a-go gi im di rait fi sidong saida mi, pan mi chuon, siem laik ou mi did biit di devl an no gi iin tu di sitn dem we im did waahn mi fi du, an sidong saida mi Faada pan fi'im chuon. "
"He who has an ear, let him hear what the Spirit says to the churches.|Aal uu kyan ier beta lisn tu wa di Uoli Spirit a se tu di choch dem."
"After this I looked. And there was an open door in heaven. The first voice I heard was like a trumpet speaking with me, saying, “Come up here, and I will show you things which must take place after this.” |Afta aal a dem sitn de apm, mi luk an si wan duor uopm iina evn. An di vais we did soun laik wan chompit we mi did ier a taak tu mi di fos taim, se tu mi se, “Kum op ya-so. Kum mek mi shuo yu we gweehn apm likl fram dis.” "
"Immediately I was in the Spirit. And there was a throne set in heaven with One sitting on the throne! |Siem taim di Uoli Spirit tek kanchuol a mi, an mi si wan chuon iina evn wid sumadi sidong pan it. "
"And He who sat there appeared like a jasper and a sardius stone. There was a rainbow around the throne, appearing like an emerald|An di sumadi pan di chuon luk laik di red an griin lait we kom fram som dier stuon we niem jaspa an kaanieliyan. An a bier brait lait laik rienbuo sorkl roun di chuon."
"Twenty-four thrones were around the throne. And I saw twenty-four elders sitting on the thrones, clothed in white garments. They had crowns of gold on their heads.|Roun di fos chuon, mi si twenti-fuo ada chuon wid twenti-fuo elda sidong pan dem. Di twenti-fuo elda dem did av aan wait kluoz, an evri wan a dem av aan wan guol kroun pan dem ed."
"Lightnings and thunderings and voices proceeded from the throne. Seven lamps of fire were burning before the throne, which are the seven Spirits of God.|Laitnin flash an mi ier som naiz an tonda klap an aal a dat did a kom fram di chuon. Mi si sevn taach a bliez infronta di chuon. Dem sevn taach de a Gad Uoli Spirit. "
"Before the throne was a sea of glass like crystal.In the midst of the throne, and around the throne, were four living creatures covered with eyes in front and in back.|Infronta di chuon mi si wan sii we luk laik glaas, we klier laik kristal. Iina di migl an roun di chuon, mi si fuo sopm. Dem av yai a front an yai a bak. "
"The first living creature was like a lion, the second living creature like a calf, the third living creature had a face like a man, and the fourth creature was like a flying eagle.|Di fos sitn luk laik wan laiyan, di sekan wan luk laik wan kou, di tord wan fies luk laik wan man fies, an di fuot wan av wing laik wan iigl. "
"The four living creatures had six wings each, and they were covered with eyes all around. All day and night, without ceasing, they were saying:“ ‘Holy, holy, holy,Lord God Almighty,’who was, and is, and is to come.”|Evri wan a di fuo sopm dem av siks wing an di uol a dem badi plos dem siks wing dem ful op a yai. Dem av yai aal anda dem wing. Die an nait dem neva tap se: “Uoli, uoli, uoli Laad Gad a yu av aal di powa. Yu did de bout fram wie bak wen, yu aalwiez a-go de bout, an a yu a-go kom baka ort.”"
"When the living creatures give glory and honor and thanks to Him who sits on the throne, who lives forever and ever,|Enitaim di sopm dem gi priez, ana an tangks tu di wan we sidong pan di chuon an we liv fi eva an eva"
"the twenty-four elders fall down before Him who sits on the throne, and worship Him, who lives forever and ever. Then they cast their crowns before the throne, saying,|di twenti-fuo elda dem fling dong demself a di fut a di wan we sidong pan di chuon, an gi priez tu di wan we liv fi eva an eva. Dem pudong dem kroun infronta di chuon an se:"
"“You are worthy, O Lord, to receive glory and honor and power; for You have created all things,and by Your will they exist and were created.”|“Ana an rispek tu yu, wi Laad an wi Gad, yu fi get priez an ana an powa, kaaz yu mek evriting. Yu mek dem kaaz yu did waahn fi mek dem. An dem de ya kaaz yu waahn dem fi de ya.”"
"Then I saw in the right hand of Him who sat on the throne a scroll written within and on the back, sealed with seven seals.|Wen mi luk agen, di wan we sidong pan di chuon av wan ruol op buk iina im rait an tai op tait wid sevn chring. Di tu saida di buk av sitn rait pan dem."
"And I saw a strong angel proclaiming with a loud voice, “Who is worthy to open the scroll and to break its seals?”|An mi si wan powaful ienjel a shout out iina wan loud vais se, “Uu gud inof fi kot di chring dem an uopm di ruol op buk?” "
"But no one in heaven or on earth or under the earth was able to open the scroll or to look in it. |Bot nobadi iina evn, nobadi pan ort ar nobadi anda di ort kuda uopm di ruol op buk ar iivn luk iina it."
"I began to weep loudly, because no one was found worthy to open and read the scroll, or to look in it.|So mi staat wan piis a baalin kaaz dem kudn fain nobadi we gud inof fi uopm di buk ar iivn luk iina it."
"Then one of the elders said to me, “Do not weep. Look! The Lion of the tribe of Judah, the Root of David, has triumphed. He is able to open the scroll and to loose its seven seals.”|Den wan a di elda dem se tu mi se, “No bada baal! Luk, di wan we dem kaal di Laiyan we kom fram Juuda Chraib, di powaful wan we kom fram Dievid fambili, im biit di enimi an im no gi iin tu di sitn dem we di enimi waahn im fi du. Im av di powa fi uopm di ruol op buk an fi luus di sevn chring dem we tai it op.”"
"I saw a Lamb in the midst of the throne and of the four living creatures, and in the midst of the elders, standing as though it had been slain, having seven horns and seven eyes, which are the seven Spirits of God, sent out into all the earth.|Den mi luk an si wan Biebi Shiip we luk laik dem did kil im bot im kom bak alaiv. Mi si im tan op nier di chuon, an di fuo laiv sitn dem an di elda dem tan op roun im. Im av sevn aan an sevn yai we a Gad Uoli Spirit we im sen aal bout di ort."
He came and took the scroll out of the right hand of Him who sat on the throne.|Di Biebi Shiip kom an tek di ruol op buk outa di rait an a di wan we did a sidong pan di chuon. 
"When He had taken the scroll, the four living creatures and the twenty-four elders fell down before the Lamb, each one having a harp, and golden bowls full of incense, which are the prayers of saints.|Afta im tek it, di fuo laiv sitn dem an di twenti-fuo elda dem fling dong demself infronta di Biebi Shiip. Evri wan a dem did av wan aap an wan guol boul ful-a som spais we dem bon we sumel swiit. Da spais de a riili di prieya a Gad piipl dem."
"And they sang a new song, saying:“You are worthy to take the scroll,and to open its seals;for You were slain,and have redeemed us to God by Your blood out of every tribe and tongue and people and nation,|An dem sing wan nyuu sang: “Yu gud inof fi tek di ruol op buk an fi bos aaf di chring dem,kaaz yu did get kil.An yu tek yu blod bai piipl fi Gad fram evri chraib an langwij an piipl an konchri."
"and have made us kings and priests unto our God;and we shall reign on the earth|An yu ton dem iina wan kindom we ful-a priis fi sorv wi Gad, an dem a-go ruul pan di ort.”"
"Then I looked, and I heard around the throne and the living creatures and the elders the voices of many angels, numbering ten thousand times ten thousand, and thousands of thousands|Den mi luk an ier di vais a wan uol iip a ienjel. An ef yu fi ad dem op bout touzn an touzn an touzn — yu kyaahn kount dem. Dem gyada roun di chuon an roun di sitn dem an di elda dem. "
"saying with a loud voice: “Worthy is the Lamb who was slain,to receive power and riches and wisdom and strengthand honor and glory and blessing!”|An di uol a dem sing da sang ya iina wan loud vais: “Di Biebi Shiip gud inof fi get nof ana an rispek, kaaz dem did kil im. Im gud inof fi get priez kaaz im wel powaful an im wel rich an wel waiz an im wel chrang. An im gud inof fi get ana an rispek fram evriting we im mek!”"
"Then I heard every creature which is in heaven and on the earth and under the earth and in the sea, and all that are in them, saying: “To Him who sits on the throne and to the Lamb be blessing and honor and glory and power, forever and ever!”|Den mi ier evriting iina evn an evriting pan di ort an evriting we anda di ort an we iina di sii sing da sang ya:“Wi gi priez an ana an powa tu di wan we sidong pan di chuonan wi priez di Biebi Shiip tu. Wi priez dem fi eva an eva!”"
"The four living creatures said, “Amen.” And the twenty-four elders fell down and worshipped Him who lives forever and ever.|Di fuo sitn dem se, “Iemen,” an di elda dem fling dong demself a im fut an gi im ana an priez."
"I saw when the Lamb opened one of the seals. Then I heard one of the four living creatures saying, with voice like thunder, “Come and see.”|Mi wach di Biebi Shiip brok di sevn chring dem wan wan. Wen im brok di fos chring, mi ier wan a di fuo sitn dem se iina wan vais we soun laik tonda, “Kum ya!”"
